Time(s),Axial drift (nm)
50.225113,20.724337
50.275138,8.703551
50.325163,27.247413
50.375188,25.717383
50.425213,53.243013
50.475238,11.575408
50.525263,51.332624
50.575288,-2.207351
50.625313,-36.799021
50.675338,9.024856
50.725363,37.622801
50.775388,-44.557097
50.825413,56.587197
50.875438,1.927597
50.925463,17.588118
50.975488,41.903096
51.025513,-4.713071
51.075538,35.320857
51.125563,-76.688001
51.175588,-64.947898
51.225613,-9.593687
51.275638,-26.622577
51.325663,-1.038064
51.375688,65.038672
51.425713,-72.949470
51.475738,18.723644
51.525763,-12.164789
51.575788,-15.814624
51.625813,27.461202
51.675838,22.102370
51.725863,14.159473
51.775888,18.770451
51.825913,-39.921268
51.875938,66.976219
51.925963,-61.634534
51.975988,20.431396
52.026013,-47.919962
52.076038,-8.978276
52.126063,-33.669658
52.176088,21.819685
52.226113,0.470223
52.276138,-60.479482
52.326163,55.763954
52.376188,-62.556423
52.426213,-36.636975
52.476238,-25.097970
52.526263,23.231681
52.576288,-56.110764
52.626313,-41.524123
52.676338,-11.855611
52.726363,-96.594716
52.776388,-66.866280
52.826413,-30.911322
52.876438,-53.265190
52.926463,21.936228
52.976488,-42.774738
53.026513,30.216527
53.076538,21.254348
53.126563,17.197684
53.176588,-18.172610
53.226613,-29.507427
53.276638,7.058477
53.326663,17.942667
53.376688,33.728778
53.426713,-11.362610
53.476738,31.613807
53.526763,6.107115
53.576788,45.553013
53.626813,19.203443
53.676838,5.580609
53.726863,25.952424
53.776888,-20.122908
53.826913,14.742886
53.876938,-19.954677
53.926963,22.301391
53.976988,-37.189971
54.027014,52.485482
54.077039,4.537368
54.127064,-22.557350
54.177089,14.672901
54.227114,-29.884799
54.277139,-17.468355
54.327164,4.151753
54.377189,22.061188
54.427214,-37.199982
54.477239,-5.742899
54.527264,1.741113
54.577289,-14.801400
54.627314,-88.747046
54.677339,-10.149794
54.727364,39.098047
54.777389,-9.971414
54.827414,29.095423
54.877439,22.205643
54.927464,-15.690552
54.977489,-1.482531
55.027514,-21.296644
55.077539,-56.755271
55.127564,82.877314
55.177589,-22.291818
55.227614,-53.225580
55.277639,-110.184398
55.327664,10.761199
55.377689,40.239818
55.427714,-11.042670
55.477739,-9.857987
55.527764,-7.914377
55.577789,-4.473392
55.627814,-28.726447
55.677839,-57.376171
55.727864,38.313496
55.777889,-19.280326
55.827914,22.697750
55.877939,12.290769
55.927964,79.542034
55.977989,-44.054503
56.028014,23.854535
56.078039,25.067715
56.128064,-14.062552
56.178089,19.514133
56.228114,91.423495
56.278139,16.455951
56.328164,12.763209
56.378189,40.383081
56.428214,5.136479
56.478239,-5.468865
56.528264,-3.976350
56.578289,-19.707041
56.628314,28.856634
56.678339,-22.272508
56.728364,37.151714
56.778389,-47.258240
56.828414,-35.174359
56.878439,-54.500558
56.928464,-36.005971
56.978489,37.203730
57.028514,7.645394
57.078539,9.233356
57.128564,-10.549178
57.178589,-44.874233
57.228614,-26.036506
57.278639,-14.288888
57.328664,16.973600
57.378689,-0.728351
57.428714,2.298152
57.478739,19.001891
57.528764,-41.175211
57.578789,-24.396970
57.628814,-27.840635
57.678839,4.685914
57.728864,21.288277
57.778889,-13.504563
57.828914,-21.670013
57.878939,16.191478
57.928964,18.818728
57.978989,23.696674
58.029015,10.647702
58.079040,10.524829
58.129065,16.751825
58.179090,18.748090
58.229115,46.781322
58.279140,-93.766037
58.329165,1.659877
58.379190,35.405889
58.429215,23.937136
58.479240,38.596996
58.529265,18.141427
58.579290,-5.203863
58.629315,-60.046882
58.679340,82.290950
58.729365,16.570529
58.779390,13.440368
58.829415,-21.288615
58.879440,6.799257
58.929465,-4.860470
58.979490,-2.199628
59.029515,29.647461
59.079540,46.293756
59.129565,12.901122
59.179590,87.068444
59.229615,68.190896
59.279640,4.559780
59.329665,-33.869499
59.379690,13.175201
59.429715,40.387562
59.479740,-0.834146
59.529765,-51.237895
59.579790,33.058028
59.629815,-0.968608
59.679840,-23.481515
59.729865,-5.451296
59.779890,-73.083799
59.829915,-24.808718
59.879940,-13.967086
59.929965,-17.321923
59.979990,5.480901
60.030015,-56.510494
60.080040,52.368487
60.130065,-57.274624
60.180090,-1.316503
60.230115,0.890995
60.280140,-19.643210
60.330165,-29.549362
60.380190,-50.211494
60.430215,-30.837317
60.480240,-12.214643
60.530265,-12.103861
60.580290,-11.758760
60.630315,13.480678
60.680340,-9.785846
60.730365,24.162915
60.780390,-23.695963
60.830415,66.499481
60.880440,-33.486353
60.930465,18.438439
60.980490,-29.829390
61.030515,-78.361011
61.080540,50.324231
61.130565,37.945390
61.180590,13.404414
61.230615,13.309807
61.280640,9.186707
61.330665,-24.987727
61.380690,-17.883733
61.430715,-6.612854
61.480740,19.303056
61.530765,25.946453
61.580790,48.482219
61.630815,21.025562
61.680840,86.614896
61.730865,-0.888422
61.780890,57.632583
61.830915,36.604236
61.880940,48.124792
61.930965,55.974151
61.980990,12.555780
62.031016,7.226229
62.081041,20.655865
62.131066,36.390524
62.181091,45.472590
62.231116,34.649727
62.281141,2.315167
62.331166,40.814326
62.381191,-64.242546
62.431216,62.613401
62.481241,-17.798380
62.531266,-14.178179
62.581291,29.216367
62.631316,-43.289053
62.681341,18.500917
62.731366,4.783493
62.781391,-48.547574
62.831416,-6.947697
62.881441,-38.111806
62.931466,25.855634
62.981491,25.368277
63.031516,-5.708795
63.081541,27.322571
63.131566,20.470845
63.181591,-30.824547
63.231616,41.424484
63.281641,28.580923
63.331666,-25.105479
63.381691,7.873616
63.431716,-0.050088
63.481741,-36.717666
63.531766,-12.703316
63.581791,-29.661648
63.631816,-43.731543
63.681841,67.273904
63.731866,-15.144336
63.781891,-9.130199
63.831916,54.648492
63.881941,43.233968
63.931966,11.374875
63.981991,2.943582
64.032016,23.412291
64.082041,-13.157179
64.132066,90.453446
64.182091,-15.331258
64.232116,0.308575
64.282141,45.177229
64.332166,32.126905
64.382191,4.547260
64.432216,-16.434959
64.482241,-29.003534
64.532266,13.239025
64.582291,23.031914
64.632316,10.719489
64.682341,81.384757
64.732366,-49.244381
64.782391,-37.223516
64.832416,-42.310550
64.882441,23.001553
64.932466,-38.677366
64.982491,-42.672454
65.032516,6.752163
65.082541,-29.114391
65.132566,-5.364082
65.182591,5.643359
65.232616,-29.201604
65.282641,-27.074224
65.332666,-48.470498
65.382691,-52.494879
65.432716,-4.895591
65.482741,5.231207
65.532766,-28.782497
65.582791,5.334367
65.632816,-108.745629
65.682841,-18.511388
65.732866,17.819506
65.782891,-8.243958
65.832916,-36.487519
65.882941,-15.902776
65.932966,64.275989
65.982991,-54.264725
66.033017,19.611200
66.083042,73.526533
66.133067,5.191286
66.183092,15.230975
66.233117,-2.613684
66.283142,-44.858385
66.333167,14.861568
66.383192,45.544848
66.433217,-26.495110
66.483242,-40.822073
66.533267,16.285193
66.583292,79.515567
66.633317,-66.151689
66.683342,-16.683595
66.733367,25.371504
66.783392,38.279736
66.833417,-28.663041
66.883442,38.503209
66.933467,37.112221
66.983492,-38.165121
67.033517,-16.109779
67.083542,37.173955
67.133567,-16.847677
67.183592,15.899232
67.233617,-39.574569
67.283642,-35.140881
67.333667,38.468634
67.383692,4.953326
67.433717,-5.255975
67.483742,3.234048
67.533767,-15.876147
67.583792,-8.311641
67.633817,101.524566
67.683842,31.169856
67.733867,22.881245
67.783892,72.871055
67.833917,-20.890063
67.883942,18.472244
67.933967,7.518365
67.983992,-11.889346
68.034017,18.100925
68.084042,-10.723576
68.134067,0.859976
68.184092,18.002846
68.234117,-3.582167
68.284142,62.346357
68.334167,4.017994
68.384192,79.431166
68.434217,9.150250
68.484242,28.845452
68.534267,-28.169824
68.584292,108.487588
68.634317,47.036799
68.684342,65.721487
68.734367,-21.404565
68.784392,-26.309207
68.834417,48.481987
68.884442,-33.881913
68.934467,7.404708
68.984492,-44.618251
69.034517,-13.715406
69.084542,70.444398
69.134567,2.262411
69.184592,-15.688196
69.234617,16.379824
69.284642,39.923116
69.334667,32.464162
69.384692,33.287705
69.434717,14.095887
69.484742,-38.979798
69.534767,-2.956201
69.584792,76.052001
69.634817,1.091945
69.684842,15.364059
69.734867,34.080465
69.784892,57.599832
69.834917,-62.171941
69.884942,-21.560526
69.934967,6.496210
69.984992,-35.668470
70.035018,8.819717
70.085043,36.206319
70.135068,-3.851023
70.185093,9.583243
70.235118,34.134973
70.285143,-28.016502
70.335168,-19.842413
70.385193,-28.356296
70.435218,-7.777926
70.485243,35.270891
70.535268,-8.538067
70.585293,-27.915546
70.635318,49.948555
70.685343,10.756920
70.735368,18.383684
70.785393,11.578524
70.835418,15.615807
70.885443,-34.239051
70.935468,9.005686
70.985493,2.113087
71.035518,37.484036
71.085543,-7.727465
71.135568,20.841429
71.185593,9.011338
71.235618,14.717752
71.285643,40.059032
71.335668,-25.180214
71.385693,20.288473
71.435718,-66.347193
71.485743,79.953844
71.535768,28.971272
71.585793,-14.137836
71.635818,46.317145
71.685843,-45.483199
71.735868,31.727171
71.785893,-21.683744
71.835918,-3.777686
71.885943,-11.684313
71.935968,-40.486986
71.985993,-14.140223
72.036018,4.726027
72.086043,-0.611120
72.136068,12.105990
72.186093,21.405921
72.236118,27.976460
72.286143,36.541322
72.336168,-8.832889
72.386193,-39.749254
72.436218,-35.029797
72.486243,-44.694245
72.536268,-9.194775
72.586293,59.757601
72.636318,3.511581
72.686343,-21.557598
72.736368,41.668965
72.786393,-10.328567
72.836418,-18.440132
72.886443,52.467692
72.936468,35.982956
72.986493,71.469114
73.036518,9.047531
73.086543,7.554733
73.136568,20.021877
73.186593,92.323539
73.236618,2.042859
73.286643,41.537431
73.336668,-6.872936
73.386693,61.044782
73.436718,57.941480
73.486743,24.732706
73.536768,14.990030
73.586793,-21.131534
73.636818,63.488451
73.686843,59.400772
73.736868,52.520749
73.786893,-28.233037
73.836918,-24.786446
73.886943,22.918479
73.936968,22.848582
73.986993,-7.811341
74.037019,11.933781
74.087044,-6.785052
74.137069,-7.818179
74.187094,-38.311327
74.237119,48.317930
74.287144,-30.490156
74.337169,-9.268062
74.387194,-28.101306
74.437219,24.184890
74.487244,-26.496085
74.537269,-12.813431
74.587294,2.493659
74.637319,-52.414033
74.687344,34.186168
74.737369,-63.539236
74.787394,52.173519
74.837419,22.647897
74.887444,-5.427606
74.937469,-26.010915
74.987494,-0.625719
75.037519,4.759213
75.087544,-6.284076
75.137569,18.878540
75.187594,43.372287
75.237619,-17.674054
75.287644,18.766949
75.337669,-20.263339
75.387694,43.171264
75.437719,17.157001
75.487744,11.612475
75.537769,43.256792
75.587794,-33.984459
75.637819,10.331104
75.687844,9.097472
75.737869,14.292393
75.787894,21.872360
75.837919,-26.464096
75.887944,52.761656
75.937969,-10.193012
75.987994,-11.145907
76.038019,-14.533708
76.088044,-28.171785
76.138069,14.997926
76.188094,-77.609250
76.238119,-19.491364
76.288144,8.816313
76.338169,-47.769623
76.388194,33.773947
76.438219,33.464637
76.488244,-5.116504
76.538269,19.380361
76.588294,-15.572156
76.638319,26.704859
76.688344,31.481280
76.738369,-34.100915
76.788394,-15.393374
76.838419,-16.824551
76.888444,44.500423
76.938469,5.646540
76.988494,-2.771520
77.038519,31.129481
77.088544,-33.786616
77.138569,34.179263
77.188594,31.543186
77.238619,-44.792549
77.288644,36.488079
77.338669,44.340838
77.388694,-42.408638
77.438719,10.984391
77.488744,0.462885
77.538769,-18.883853
77.588794,-20.076312
77.638819,-17.434002
77.688844,29.442036
77.738869,4.067133
77.788894,-33.773578
77.838919,-15.428994
77.888944,3.926242
77.938969,-17.481115
77.988994,34.145646
78.039020,38.020719
78.089045,43.136096
78.139070,-31.379644
78.189095,5.422256
78.239120,-49.910257
78.289145,-23.055126
78.339170,-31.623366
78.389195,-15.842620
78.439220,53.333723
78.489245,22.411513
78.539270,22.581212
78.589295,13.081566
78.639320,19.649602
78.689345,20.857230
78.739370,28.820095
78.789395,0.191056
78.839420,-45.805855
78.889445,42.881880
78.939470,-10.571160
78.989495,-34.440085
79.039520,-16.795861
79.089545,26.720936
79.139570,49.181063
79.189595,34.546581
79.239620,-44.983759
79.289645,-66.617799
79.339670,-0.387083
79.389695,-11.835044
79.439720,21.382579
79.489745,26.548491
79.539770,-38.676503
79.589795,-13.492433
79.639820,-10.517044
79.689845,-25.505458
79.739870,16.132110
79.789895,-35.393451
79.839920,-23.578287
79.889945,-33.029675
79.939970,-6.547946
79.989995,18.006857
80.040020,-47.878236
80.090045,17.877536
80.140070,-23.024215
80.190095,-75.460857
80.240120,-18.613853
80.290145,21.080729
80.340170,25.254216
80.390195,-20.226938
80.440220,-15.572382
80.490245,-13.048025
80.540270,-3.401014
80.590295,54.546009
80.640320,2.087581
80.690345,-11.982400
80.740370,12.278772
80.790395,52.052645
80.840420,18.952773
80.890445,23.454604
80.940470,3.586963
80.990495,-65.083575
81.040520,8.573076
81.090545,-7.549721
81.140570,85.913987
81.190595,-24.048130
81.240620,-13.405959
81.290645,-17.857437
81.340670,11.278635
81.390695,-42.380292
81.440720,-3.854729
81.490745,3.845812
81.540770,-26.160942
81.590795,-10.217693
81.640820,-16.695398
81.690845,19.975367
81.740870,29.137745
81.790895,-23.975403
81.840920,32.503024
81.890945,9.822286
81.940970,96.833858
81.990995,37.326157
82.041021,-14.173892
82.091046,38.209843
82.141071,54.961950
82.191096,10.696265
82.241121,19.098081
82.291146,38.171672
82.341171,61.977776
82.391196,17.923582
82.441221,-17.136356
82.491246,60.140886
82.541271,93.391168
82.591296,20.548919
82.641321,-4.347224
82.691346,-36.420772
82.741371,-35.373203
82.791396,52.414750
82.841421,54.953210
82.891446,67.207367
82.941471,-23.533623
82.991496,11.424023
83.041521,-63.898774
83.091546,9.005162
83.141571,-90.623757
83.191596,21.220111
83.241621,20.127256
83.291646,0.444245
83.341671,-9.343595
83.391696,56.023185
83.441721,86.752475
83.491746,-14.913578
83.541771,-35.959043
83.591796,21.518821
83.641821,2.535456
83.691846,43.713621
83.741871,-22.599477
83.791896,18.636567
83.841921,-39.468101
83.891946,-22.631686
83.941971,-10.438391
83.991996,-17.548101
84.042021,8.626867
84.092046,-27.045579
84.142071,13.529728
84.192096,34.057237
84.242121,-10.530986
84.292146,-52.850138
84.342171,-7.791095
84.392196,5.329768
84.442221,-13.604564
84.492246,37.656905
84.542271,32.826041
84.592296,-6.068186
84.642321,25.331926
84.692346,-40.842974
84.742371,1.453475
84.792396,35.218338
84.842421,-40.829972
84.892446,50.262861
84.942471,29.716940
84.992496,0.812467
85.042521,17.483289
85.092546,20.171797
85.142571,-12.415742
85.192596,-35.156189
85.242621,-6.671172
85.292646,20.303860
85.342671,6.620259
85.392696,60.556231
85.442721,58.771298
85.492746,-37.893426
85.542771,12.526655
85.592796,-17.943085
85.642821,43.632491
85.692846,26.954105
85.742871,-24.923284
85.792896,-2.983889
85.842921,-5.554008
85.892946,22.847407
85.942971,-12.856918
85.992996,-66.809903
86.043022,-15.578126
86.093047,-10.876200
86.143072,-25.074990
86.193097,-1.777503
86.243122,18.867000
86.293147,-8.807381
86.343172,6.726531
86.393197,12.436282
86.443222,49.748243
86.493247,-8.662421
86.543272,-64.583392
86.593297,12.347389
86.643322,-16.635063
86.693347,-3.464837
86.743372,51.313954
86.793397,-24.253454
86.843422,-26.581378
86.893447,-15.460718
86.943472,-37.495415
86.993497,23.669440
87.043522,-12.312782
87.093547,23.128544
87.143572,-29.944289
87.193597,33.906198
87.243622,-31.244337
87.293647,-23.534858
87.343672,-63.609319
87.393697,6.023180
87.443722,8.231867
87.493747,11.670752
87.543772,-25.024049
87.593797,78.106851
87.643822,-26.676995
87.693847,2.159657
87.743872,26.908577
87.793897,-3.124907
87.843922,8.155794
87.893947,23.519128
87.943972,37.063875
87.993997,6.730701
88.044022,13.745109
88.094047,32.615686
88.144072,32.447669
88.194097,-41.284267
88.244122,-18.841030
88.294147,-13.909971
88.344172,16.139970
88.394197,18.728996
88.444222,-8.568808
88.494247,-52.148184
88.544272,18.251241
88.594297,81.596713
88.644322,-40.305916
88.694347,-65.554238
88.744372,-26.838120
88.794397,54.649578
88.844422,-20.511196
88.894447,42.523745
88.944472,-15.869094
88.994497,9.990714
89.044522,16.292199
89.094547,20.451664
89.144572,63.862111
89.194597,31.505301
89.244622,2.642394
89.294647,-16.863599
89.344672,12.889832
89.394697,-39.735178
89.444722,1.442817
89.494747,45.010948
89.544772,-19.862462
89.594797,38.797746
89.644822,50.025515
89.694847,12.665089
89.744872,6.738785
89.794897,-20.473562
89.844922,16.420434
89.894947,-10.469403
89.944972,14.609347
89.994997,-43.589330
90.045023,-4.461769
90.095048,33.918597
90.145073,10.348037
90.195098,23.219156
90.245123,28.178927
90.295148,-15.701291
90.345173,-20.345788
90.395198,48.043447
90.445223,25.716766
90.495248,26.532363
90.545273,54.028355
90.595298,8.680458
90.645323,33.631631
90.695348,57.943606
90.745373,-9.906065
90.795398,6.709971
90.845423,23.131272
90.895448,8.650156
90.945473,80.208601
90.995498,1.364081
91.045523,46.844001
91.095548,23.670176
91.145573,-19.901457
91.195598,8.567102
91.245623,16.161925
91.295648,51.862825
91.345673,4.872191
91.395698,49.894707
91.445723,7.003560
91.495748,-16.741254
91.545773,51.275950
91.595798,-33.781344
91.645823,-23.900299
91.695848,-27.862050
91.745873,1.087181
91.795898,1.214071
91.845923,6.993214
91.895948,7.926761
91.945973,13.330492
91.995998,18.288489
92.046023,2.242160
92.096048,-1.116055
92.146073,21.600664
92.196098,-23.623331
92.246123,-19.200996
92.296148,22.697734
92.346173,43.229874
92.396198,71.082803
92.446223,20.325108
92.496248,47.373465
92.546273,-30.378175
92.596298,6.306222
92.646323,24.305198
92.696348,41.893245
92.746373,-0.049458
92.796398,8.480531
92.846423,-25.022922
92.896448,23.366868
92.946473,1.234847
92.996498,9.865534
93.046523,-15.079731
93.096548,-22.503513
93.146573,-2.336853
93.196598,27.726646
93.246623,93.887441
93.296648,13.118557
93.346673,-7.911273
93.396698,-3.064011
93.446723,-2.705210
93.496748,35.673128
93.546773,8.489283
93.596798,11.393497
93.646823,-37.697496
93.696848,24.796982
93.746873,42.171649
93.796898,13.571497
93.846923,-52.267463
93.896948,4.013362
93.946973,1.728812
93.996998,5.410089
94.047024,-51.131763
94.097049,45.584162
94.147074,31.268126
94.197099,-34.991822
94.247124,54.133332
94.297149,51.349796
94.347174,73.308407
94.397199,18.645378
94.447224,44.953375
94.497249,-42.890339
94.547274,-6.933672
94.597299,39.548104
94.647324,17.074217
94.697349,-11.439425
94.747374,-1.582272
94.797399,34.941564
94.847424,-22.766981
94.897449,1.848711
94.947474,22.539023
94.997499,54.121436
95.047524,-17.763306
95.097549,-6.851517
95.147574,45.405004
95.197599,-50.049282
95.247624,-20.711518
95.297649,-42.969627
95.347674,-55.844719
95.397699,27.729791
95.447724,-37.330868
95.497749,-15.098305
95.547774,-39.888943
95.597799,-12.980850
95.647824,25.025886
95.697849,-42.934553
95.747874,-2.971176
95.797899,38.380544
95.847924,-25.049386
95.897949,12.599271
95.947974,22.399003
95.997999,34.958871
96.048024,7.610314
96.098049,26.454139
96.148074,18.950837
96.198099,64.518502
96.248124,32.621454
96.298149,31.011372
96.348174,-2.203747
96.398199,17.729200
96.448224,4.529533
96.498249,-51.183737
96.548274,-0.859891
96.598299,-0.724668
96.648324,-17.237822
96.698349,-0.723824
96.748374,-50.615158
96.798399,40.981976
96.848424,2.881960
96.898449,9.896961
96.948474,24.852625
96.998499,-20.482442
97.048524,14.616258
97.098549,-5.709319
97.148574,49.269505
97.198599,58.767606
97.248624,-3.502932
97.298649,-17.956252
97.348674,-30.020534
97.398699,32.285371
97.448724,-5.461900
97.498749,2.866860
97.548774,6.159640
97.598799,1.145631
97.648824,8.969549
97.698849,6.441685
97.748874,-29.574745
97.798899,60.222958
97.848924,90.931947
97.898949,14.649884
97.948974,4.679171
97.998999,-38.043232
98.049025,-41.087841
98.099050,44.398815
98.149075,31.344049
98.199100,6.011874
98.249125,28.175646
98.299150,36.470525
98.349175,46.488553
98.399200,26.117799
98.449225,-0.382804
98.499250,44.507858
98.549275,4.092298
98.599300,-18.742110
98.649325,74.470405
98.699350,68.418987
98.749375,48.187541
98.799400,-55.988226
98.849425,11.339786
98.899450,86.735628
98.949475,-32.320161
98.999500,-29.494023
99.049525,31.841057
99.099550,53.230290
99.149575,51.155393
99.199600,12.392480
99.249625,35.080418
99.299650,55.648019
99.349675,-33.721294
99.399700,38.809036
99.449725,13.066835
99.499750,10.310548
99.549775,51.960782
99.599800,-34.936607
99.649825,32.708514
99.699850,21.943401
99.749875,23.788990
99.799900,14.863018
99.849925,-11.009153
99.899950,3.589070
99.949975,24.126187
100.000000,41.497950
